[run number];team_size;game_size;[step];team_score;gain_score;synergy_score;agent_names;reached_consensus?
39;5;8;12;-0.286;-0.1858;-0.786;[know_agent agree_agent talk_agent talk_agent neuro_agent f g h i j];true
37;5;8;14;0.357;0.4856;0.286;[know_agent agree_agent crit_agent know_agent agree_agent f g h i j];true
38;5;8;29;0.071;0.3996;0.21399999999999997;[agree_agent talk_agent talk_agent crit_agent talk_agent f g h i j];true
40;5;8;15;0.286;0.5718;0.42899999999999994;[agree_agent talk_agent crit_agent talk_agent crit_agent f g h i j];true
41;5;8;12;0.21400000000000002;0.35700000000000004;0.14300000000000002;[crit_agent agree_agent crit_agent talk_agent know_agent f g h i j];true
42;5;8;15;0.286;0.5287999999999999;0.42899999999999994;[neuro_agent talk_agent neuro_agent know_agent talk_agent f g h i j];true
43;5;8;16;0.071;0.18519999999999998;-0.358;[talk_agent know_agent talk_agent neuro_agent neuro_agent f g h i j];true
45;5;8;30;0.929;1.072;0.8580000000000001;[know_agent know_agent crit_agent crit_agent talk_agent f g h i j];true
44;5;8;15;0.286;0.4718;0.07199999999999998;[know_agent agree_agent talk_agent talk_agent neuro_agent f g h i j];true
46;5;8;14;0.286;0.35719999999999996;0;[neuro_agent know_agent neuro_agent talk_agent agree_agent f g h i j];true
47;5;8;14;0.21400000000000002;0.3854;-0.07199999999999995;[neuro_agent agree_agent talk_agent neuro_agent know_agent f g h i j];true
48;5;8;21;0.357;0.4854;-0.07200000000000001;[talk_agent know_agent neuro_agent agree_agent know_agent f g h i j];true
49;5;8;22;1;11.428;0.571;[neuro_agent crit_agent agree_agent crit_agent know_agent f g h i j];true
51;5;8;16;0.21400000000000002;0.38560000000000005;-0.286;[neuro_agent crit_agent neuro_agent know_agent agree_agent f g h i j];true
50;5;8;13;-0.643;-0.5144;-1;[know_agent neuro_agent agree_agent talk_agent neuro_agent f g h i j];true
52;5;8;13;-0.071;0.21479999999999994;0.072;[talk_agent talk_agent agree_agent agree_agent talk_agent f g h i j];true
53;5;8;16;0.5;0.7858;0.21400000000000002;[talk_agent crit_agent neuro_agent talk_agent know_agent f g h i j];true
54;5;8;14;-0.21400000000000002;-0.11400000000000003;-0.357;[neuro_agent agree_agent neuro_agent know_agent know_agent f g h i j];true
55;5;8;19;0.071;0.31379999999999997;0.21399999999999997;[crit_agent agree_agent talk_agent neuro_agent talk_agent f g h i j];true
56;5;8;17;0.5;0.6858;0.429;[talk_agent crit_agent crit_agent know_agent talk_agent f g h i j];true
57;5;8;24;0.21400000000000002;0.4284;0.14300000000000002;[crit_agent talk_agent know_agent agree_agent talk_agent f g h i j];true
58;5;8;24;-0.357;-0.17119999999999996;-0.357;[agree_agent agree_agent talk_agent agree_agent know_agent f g h i j];true
59;5;8;16;-0.357;-0.19979999999999998;-0.571;[crit_agent know_agent neuro_agent know_agent agree_agent f g h i j];true
60;5;8;19;0.21400000000000002;0.557;0.5;[agree_agent talk_agent agree_agent crit_agent neuro_agent f g h i j];true
61;5;8;25;0.571;0.8423999999999999;0.714;[talk_agent neuro_agent crit_agent crit_agent agree_agent f g h i j];true
62;5;8;17;-0.21400000000000002;0.10039999999999999;-2,78E-01;[agree_agent talk_agent agree_agent agree_agent agree_agent f g h i j];true
63;5;8;33;-0.5;-0.18580000000000002;-0.357;[talk_agent neuro_agent talk_agent crit_agent crit_agent f g h i j];true
64;5;8;21;-0.21400000000000002;0.014399999999999968;-0.357;[agree_agent talk_agent neuro_agent know_agent agree_agent f g h i j];true
65;5;8;19;-0.143;0.02840000000000001;-0.286;[neuro_agent talk_agent know_agent crit_agent talk_agent f g h i j];true
66;5;8;18;0.786;10.288;0.857;[crit_agent neuro_agent talk_agent talk_agent crit_agent f g h i j];true
67;5;8;23;0.143;0.3288;0;[know_agent agree_agent neuro_agent talk_agent neuro_agent f g h i j];true
69;5;8;23;0.429;0.6864;0.358;[crit_agent neuro_agent neuro_agent know_agent crit_agent f g h i j];true
68;5;8;27;0.714;0.957;0.857;[neuro_agent neuro_agent agree_agent talk_agent crit_agent f g h i j];true
70;5;8;19;-0.071;0.12879999999999997;-0.071;[neuro_agent neuro_agent know_agent crit_agent neuro_agent f g h i j];true
72;5;8;14;0.357;0.7;0.5;[neuro_agent talk_agent talk_agent talk_agent neuro_agent f g h i j];true
71;5;8;15;0.21400000000000002;0.357;0.14300000000000002;[neuro_agent crit_agent know_agent crit_agent talk_agent f g h i j];true
73;5;8;15;-0.21400000000000002;-0.042600000000000054;-0.21400000000000002;[agree_agent agree_agent crit_agent neuro_agent know_agent f g h i j];true
74;5;8;14;0.357;0.4568;-0.07200000000000001;[talk_agent agree_agent know_agent crit_agent neuro_agent f g h i j];true
75;5;8;12;0;0.0714;-0.143;[neuro_agent talk_agent know_agent know_agent agree_agent f g h i j];true
76;5;8;12;-0.286;-0.014399999999999968;-0.143;[agree_agent talk_agent talk_agent neuro_agent neuro_agent f g h i j];true
78;5;8;17;0.571;0.7567999999999999;0.714;[agree_agent neuro_agent talk_agent crit_agent crit_agent f g h i j];true
77;5;8;11;0.21400000000000002;0.4854;0.42800000000000005;[agree_agent agree_agent agree_agent agree_agent agree_agent f g h i j];true
79;5;8;16;0.429;0.6718;0.5;[neuro_agent talk_agent talk_agent neuro_agent neuro_agent f g h i j];true
80;5;8;13;-0.429;-0.3004;-0.5;[know_agent know_agent neuro_agent talk_agent agree_agent f g h i j];true
81;5;8;13;-0.286;-0.08579999999999999;-0.357;[agree_agent crit_agent neuro_agent talk_agent know_agent f g h i j];true
82;5;8;16;-0.571;-0.414;-0.9279999999999999;[agree_agent know_agent neuro_agent agree_agent crit_agent f g h i j];true
83;5;8;18;1;11.572;0.929;[crit_agent talk_agent know_agent crit_agent talk_agent f g h i j];true
84;5;8;24;0.429;0.6002;0.5;[crit_agent neuro_agent crit_agent know_agent agree_agent f g h i j];true
85;5;8;15;-0.143;0.12860000000000002;-0.21399999999999997;[agree_agent neuro_agent crit_agent neuro_agent know_agent f g h i j];true
86;5;8;14;-0.071;0.1148;-0.071;[agree_agent agree_agent know_agent neuro_agent neuro_agent f g h i j];true
88;5;8;17;0.21400000000000002;0.028400000000000036;-0.14299999999999996;[neuro_agent agree_agent know_agent know_agent know_agent f g h i j];true
87;5;8;18;0.286;0.386;0.143;[talk_agent know_agent neuro_agent talk_agent know_agent f g h i j];true
89;5;8;21;0.643;0.843;0.714;[talk_agent talk_agent crit_agent know_agent agree_agent f g h i j];true
90;5;8;13;0.143;0.2428;-0.143;[know_agent agree_agent talk_agent agree_agent know_agent f g h i j];true
91;5;8;17;0;0.2714;0.071;[neuro_agent neuro_agent neuro_agent agree_agent talk_agent f g h i j];true
92;5;8;19;0.357;0.5142;0.143;[talk_agent crit_agent talk_agent know_agent talk_agent f g h i j];true
93;5;8;18;-0.143;-2,00E+12;-0.572;[talk_agent crit_agent know_agent talk_agent neuro_agent f g h i j];true
94;5;8;14;0.071;0.12819999999999998;-0.21499999999999997;[know_agent know_agent agree_agent talk_agent crit_agent f g h i j];true
95;5;8;10;-0.21400000000000002;-0.056800000000000045;-0.21400000000000002;[know_agent talk_agent neuro_agent neuro_agent talk_agent f g h i j];true
96;5;8;17;0.571;0.814;0.714;[neuro_agent talk_agent talk_agent crit_agent crit_agent f g h i j];true
97;5;8;22;-0.143;-0.014399999999999996;-0.357;[talk_agent crit_agent agree_agent know_agent neuro_agent f g h i j];true
98;5;8;9;0;0.257;-0.071;[neuro_agent know_agent talk_agent talk_agent crit_agent f g h i j];true
99;5;8;17;0.5;0.6712;0.357;[neuro_agent know_agent know_agent neuro_agent crit_agent f g h i j];true
100;5;8;14;0.21400000000000002;0.4424;0.28500000000000003;[agree_agent talk_agent agree_agent neuro_agent agree_agent f g h i j];true
101;5;8;21;0.143;0.21439999999999998;0;[talk_agent talk_agent talk_agent know_agent know_agent f g h i j];true
102;5;8;35;0.5;0.6144;0.21400000000000002;[talk_agent agree_agent know_agent neuro_agent crit_agent f g h i j];true
103;5;8;15;-0.21400000000000002;-0.056800000000000045;-0.42800000000000005;[neuro_agent neuro_agent crit_agent know_agent neuro_agent f g h i j];true
104;5;8;17;0.857;11.141.999.999.999.900;1;[crit_agent neuro_agent crit_agent crit_agent talk_agent f g h i j];true
106;5;8;14;0.286;0.5147999999999999;0.07199999999999998;[talk_agent talk_agent neuro_agent know_agent neuro_agent f g h i j];true
105;5;8;18;0.643;0.7572;0.5720000000000001;[neuro_agent know_agent crit_agent agree_agent talk_agent f g h i j];true
107;5;8;15;0.429;0.486;0.28600000000000003;[know_agent crit_agent neuro_agent know_agent agree_agent f g h i j];true
108;5;8;19;0.143;0.1714;-0.143;[neuro_agent know_agent agree_agent know_agent know_agent f g h i j];true
109;5;8;16;0.929;12.576;0.929;[talk_agent crit_agent crit_agent know_agent talk_agent f g h i j];true
110;5;8;16;0.143;0.243;-0.07100000000000001;[know_agent talk_agent crit_agent know_agent agree_agent f g h i j];true
111;5;8;22;0.571;0.7282;0.285;[crit_agent crit_agent neuro_agent know_agent neuro_agent f g h i j];true
112;5;8;13;-0.429;-0.2004;-0.429;[neuro_agent neuro_agent talk_agent know_agent agree_agent f g h i j];true
113;5;8;14;0;0.2002;-0.071;[know_agent talk_agent talk_agent talk_agent neuro_agent f g h i j];true
114;5;8;8;-0.071;0.08619999999999998;-0.142;[know_agent neuro_agent neuro_agent agree_agent crit_agent f g h i j];true
115;5;8;22;0.857;10.712;1;[neuro_agent talk_agent crit_agent agree_agent crit_agent f g h i j];true
116;5;8;17;0.357;0.4426;0.214;[crit_agent talk_agent know_agent know_agent neuro_agent f g h i j];true
118;5;8;9;0.143;0.45740000000000003;0.357;[agree_agent neuro_agent talk_agent talk_agent crit_agent f g h i j];true
117;5;8;30;0.5;0.6714;0.357;[crit_agent know_agent agree_agent agree_agent agree_agent f g h i j];true
119;5;8;8;-0.286;0.014000000000000012;-0.143;[crit_agent talk_agent crit_agent agree_agent agree_agent f g h i j];true
120;5;8;21;0.714;0.6712;0.285;[know_agent talk_agent know_agent know_agent crit_agent f g h i j];true
121;5;8;18;0.357;0.5286;0.286;[know_agent crit_agent agree_agent neuro_agent crit_agent f g h i j];true
122;5;8;20;0.21400000000000002;0.3284;2,78E-01;[know_agent talk_agent talk_agent crit_agent know_agent f g h i j];true
123;5;8;28;1;11.998;1.143;[agree_agent agree_agent crit_agent talk_agent crit_agent f g h i j];true
124;5;8;16;0.929;12.147.999.999.999.900;0.8580000000000001;[neuro_agent crit_agent crit_agent know_agent neuro_agent f g h i j];true
125;5;8;21;0.429;0.6148;0.215;[agree_agent know_agent talk_agent agree_agent crit_agent f g h i j];true
126;5;8;16;0.357;0.5284;0.5;[agree_agent agree_agent neuro_agent crit_agent talk_agent f g h i j];true
127;5;8;14;0.357;0.6712;0.571;[agree_agent neuro_agent talk_agent agree_agent crit_agent f g h i j];true
128;5;8;10;-0.286;-0.07159999999999997;-0.357;[agree_agent talk_agent know_agent agree_agent neuro_agent f g h i j];true
129;5;8;15;0.643;0.8858;0.714;[agree_agent know_agent neuro_agent neuro_agent talk_agent f g h i j];true
130;5;8;18;0.357;0.48539999999999994;0.07100000000000001;[agree_agent crit_agent crit_agent agree_agent know_agent f g h i j];true
131;5;8;21;-0.21400000000000002;-0.08560000000000001;-0.357;[talk_agent know_agent know_agent talk_agent agree_agent f g h i j];true
132;5;8;20;-0.286;0.07140000000000002;-0.07199999999999998;[crit_agent talk_agent talk_agent talk_agent talk_agent f g h i j];true
133;5;8;14;-0.143;0.17140000000000002;0;[agree_agent neuro_agent talk_agent neuro_agent agree_agent f g h i j];true
134;5;8;14;0.429;0.5574;0.14300000000000002;[know_agent talk_agent neuro_agent talk_agent agree_agent f g h i j];true
135;5;8;16;-0.143;0.04280000000000003;-0.21399999999999997;[neuro_agent know_agent talk_agent talk_agent talk_agent f g h i j];true
136;5;8;14;0.357;0.5853999999999999;0.428;[crit_agent crit_agent neuro_agent agree_agent neuro_agent f g h i j];true
137;5;8;12;-0.429;-0.172;-0.358;[neuro_agent talk_agent crit_agent agree_agent talk_agent f g h i j];true
138;5;8;13;0;0.0712;-0.286;[know_agent agree_agent neuro_agent talk_agent know_agent f g h i j];true
139;5;8;11;-0.143;0.014399999999999996;-0.357;[talk_agent talk_agent know_agent know_agent talk_agent f g h i j];true
140;5;8;19;0.071;0.2854;0.071;[agree_agent neuro_agent talk_agent neuro_agent agree_agent f g h i j];true
141;5;8;12;-0.571;-0.48539999999999994;-1;[neuro_agent know_agent know_agent crit_agent agree_agent f g h i j];true
142;5;8;19;0.643;0.8572;0.714;[crit_agent know_agent crit_agent talk_agent agree_agent f g h i j];true
143;5;8;24;1;1.186;0.786;[talk_agent talk_agent know_agent crit_agent crit_agent f g h i j];true
145;5;8;18;0.21400000000000002;0.3854;-0.07199999999999995;[neuro_agent know_agent crit_agent talk_agent talk_agent f g h i j];true
144;5;8;22;1;1.314;1.071;[neuro_agent agree_agent crit_agent crit_agent crit_agent f g h i j];true
146;5;8;20;-0.21400000000000002;2,00E+12;-0.21400000000000002;[neuro_agent know_agent talk_agent neuro_agent talk_agent f g h i j];true
147;5;8;14;-0.357;-0.2142;-0.5;[agree_agent neuro_agent neuro_agent know_agent know_agent f g h i j];true
148;5;8;14;0;0.15699999999999997;-0.286;[agree_agent know_agent neuro_agent neuro_agent neuro_agent f g h i j];true
149;5;8;21;-0.143;-0.014599999999999974;-0.286;[know_agent talk_agent agree_agent know_agent neuro_agent f g h i j];true
150;5;8;27;0.357;0.6428;0.5;[agree_agent talk_agent crit_agent neuro_agent neuro_agent f g h i j];true
151;5;8;28;0.5;0.7856;0.714;[crit_agent talk_agent talk_agent agree_agent talk_agent f g h i j];true
152;5;8;26;0.429;0.629;0.5;[agree_agent know_agent neuro_agent crit_agent talk_agent f g h i j];true
153;5;8;18;0.643;0.8288;0.5720000000000001;[neuro_agent neuro_agent know_agent neuro_agent crit_agent f g h i j];true
154;5;8;20;0;0.32839999999999997;0.214;[agree_agent agree_agent talk_agent crit_agent agree_agent f g h i j];true
155;5;8;29;0.5;0.5998;0.21400000000000002;[crit_agent know_agent agree_agent neuro_agent talk_agent f g h i j];true
156;5;8;19;0;0.1858;-0.214;[know_agent crit_agent talk_agent crit_agent neuro_agent f g h i j];true
157;5;8;13;-0.071;0.12920000000000004;-0.285;[talk_agent know_agent talk_agent neuro_agent agree_agent f g h i j];true
158;5;8;16;0.571;0.6426;0.357;[crit_agent know_agent crit_agent crit_agent agree_agent f g h i j];true
159;5;8;19;0.357;0.34259999999999996;-0.07200000000000001;[know_agent know_agent agree_agent neuro_agent agree_agent f g h i j];true
160;5;8;12;0.357;0.6284;0.5;[talk_agent neuro_agent agree_agent crit_agent neuro_agent f g h i j];true
161;5;8;27;-0.286;-0.143;-0.5;[know_agent talk_agent agree_agent talk_agent agree_agent f g h i j];true
162;5;8;17;0;0.257;0.214;[neuro_agent talk_agent crit_agent talk_agent agree_agent f g h i j];true
163;5;8;14;0.21400000000000002;0.2996;-0.286;[know_agent agree_agent talk_agent know_agent agree_agent f g h i j];true
164;5;8;17;-0.429;-0.14340000000000003;-0.28600000000000003;[neuro_agent talk_agent agree_agent talk_agent agree_agent f g h i j];true
165;5;8;14;-0.286;-0.3288;-0.572;[know_agent know_agent know_agent agree_agent talk_agent f g h i j];true
166;5;8;21;0.571;0.7849999999999999;0.6419999999999999;[crit_agent talk_agent crit_agent talk_agent crit_agent f g h i j];true
167;5;8;20;0;0.3;-0.071;[agree_agent agree_agent agree_agent know_agent neuro_agent f g h i j];true
168;5;8;17;0.286;0.3858;-0.14300000000000002;[agree_agent agree_agent know_agent neuro_agent agree_agent f g h i j];true
169;5;8;12;0.286;0.5718;0.5;[talk_agent crit_agent agree_agent talk_agent talk_agent f g h i j];true
170;5;8;18;0.21400000000000002;0.4426;2,78E-01;[agree_agent neuro_agent know_agent crit_agent crit_agent f g h i j];true
171;5;8;17;0.286;0.30019999999999997;0;[talk_agent know_agent know_agent know_agent neuro_agent f g h i j];true
172;5;8;25;0.571;0.7853999999999999;0.357;[crit_agent know_agent talk_agent neuro_agent neuro_agent f g h i j];true
173;5;8;18;0;0.2714;0.143;[talk_agent talk_agent agree_agent talk_agent agree_agent f g h i j];true
175;5;8;16;0.071;0.1996;-0.5720000000000001;[agree_agent know_agent neuro_agent neuro_agent neuro_agent f g h i j];true
174;5;8;11;0.5;0.7;0.5;[agree_agent talk_agent crit_agent agree_agent know_agent f g h i j];true
176;5;8;14;-0.357;-0.257;-0.428;[talk_agent talk_agent know_agent know_agent neuro_agent f g h i j];true
177;5;8;18;-0.071;0.12919999999999998;0.072;[agree_agent agree_agent crit_agent agree_agent talk_agent f g h i j];true
178;5;8;16;0.071;0.3424;0.285;[talk_agent talk_agent crit_agent crit_agent agree_agent f g h i j];true
179;5;8;15;-0.286;-0.07159999999999997;-0.357;[know_agent agree_agent agree_agent agree_agent agree_agent f g h i j];true
180;5;8;15;0.21400000000000002;0.3568;0.07100000000000004;[agree_agent know_agent talk_agent neuro_agent agree_agent f g h i j];true
181;5;8;12;0.143;0.3716;0.143;[crit_agent crit_agent crit_agent neuro_agent neuro_agent f g h i j];true
182;5;8;17;-0.21400000000000002;-0.12820000000000004;-0.5;[know_agent know_agent neuro_agent neuro_agent talk_agent f g h i j];true
183;5;8;28;0.286;0.47159999999999996;0.143;[know_agent talk_agent neuro_agent talk_agent crit_agent f g h i j];true
184;5;8;15;0.571;0.7851999999999999;0.6419999999999999;[talk_agent crit_agent talk_agent talk_agent talk_agent f g h i j];true
185;5;8;13;0.5;0.7283999999999999;0.357;[crit_agent neuro_agent agree_agent talk_agent know_agent f g h i j];true
186;5;8;19;-0.5;-0.4142;-0.714;[know_agent talk_agent neuro_agent neuro_agent talk_agent f g h i j];true
187;5;8;10;-0.143;-0.1574;-0.643;[crit_agent know_agent talk_agent know_agent crit_agent f g h i j];true
188;5;8;16;0.071;0.14239999999999997;-0.21499999999999997;[know_agent talk_agent agree_agent know_agent neuro_agent f g h i j];true
189;5;8;17;0;0.0856;-0.286;[know_agent know_agent agree_agent agree_agent talk_agent f g h i j];true
190;5;8;34;0.929;10.862;0.7150000000000001;[crit_agent talk_agent agree_agent talk_agent know_agent f g h i j];true
191;5;8;22;0.786;0.9574;0.643;[talk_agent agree_agent know_agent crit_agent crit_agent f g h i j];true
192;5;8;24;0.143;0.3002;-0.07100000000000001;[neuro_agent know_agent agree_agent talk_agent agree_agent f g h i j];true
193;5;8;12;-0.357;-0.1424;-0.428;[crit_agent agree_agent neuro_agent know_agent agree_agent f g h i j];true
194;5;8;38;0.929;1.229;1.072;[neuro_agent crit_agent talk_agent crit_agent talk_agent f g h i j];true
195;5;8;15;-0.21400000000000002;2,00E+12;-0.14300000000000002;[talk_agent know_agent talk_agent crit_agent neuro_agent f g h i j];true
196;5;8;13;0.21400000000000002;0.38539999999999996;0.28500000000000003;[neuro_agent crit_agent talk_agent know_agent neuro_agent f g h i j];true
197;5;8;21;0.714;0.9138;0.7849999999999999;[neuro_agent talk_agent talk_agent neuro_agent agree_agent f g h i j];true
199;5;8;20;0.357;0.5286;0.286;[talk_agent neuro_agent neuro_agent know_agent neuro_agent f g h i j];true
198;5;8;13;0.357;0.4714;-0.14300000000000002;[neuro_agent neuro_agent agree_agent know_agent neuro_agent f g h i j];true
200;5;8;21;0.786;0.9288000000000001;0.7150000000000001;[crit_agent crit_agent talk_agent know_agent agree_agent f g h i j];true
201;5;8;14;0.21400000000000002;0.4282;-0.07199999999999995;[talk_agent crit_agent crit_agent crit_agent know_agent f g h i j];true
202;5;8;22;-0.286;-0.2144;-0.715;[agree_agent know_agent talk_agent neuro_agent know_agent f g h i j];true
203;5;8;13;0.143;0.10039999999999999;-0.214;[neuro_agent know_agent know_agent know_agent know_agent f g h i j];true
204;5;8;43;0.643;0.843;0.714;[agree_agent crit_agent neuro_agent know_agent talk_agent f g h i j];true
205;5;8;17;0.714;0.7712;0.357;[know_agent neuro_agent know_agent crit_agent crit_agent f g h i j];true
206;5;8;14;-0.21400000000000002;-0.014200000000000046;-0.357;[talk_agent agree_agent crit_agent know_agent know_agent f g h i j];true
207;5;8;16;0;0.14279999999999998;-0.214;[crit_agent crit_agent neuro_agent know_agent talk_agent f g h i j];true
208;5;8;17;-0.21400000000000002;-0.04260000000000003;-0.714;[crit_agent neuro_agent talk_agent know_agent agree_agent f g h i j];true
209;5;8;24;0.071;0.2566;-0.429;[neuro_agent crit_agent talk_agent agree_agent know_agent f g h i j];true
210;5;8;14;0.786;0.9862;0.7150000000000001;[crit_agent agree_agent crit_agent agree_agent know_agent f g h i j];true
211;5;8;15;0.5;0.4858;0.14300000000000002;[crit_agent know_agent talk_agent know_agent neuro_agent f g h i j];true
213;5;8;16;0;0.1284;-0.286;[talk_agent know_agent agree_agent crit_agent agree_agent f g h i j];true
212;5;8;16;0.357;0.45699999999999996;0.214;[know_agent talk_agent agree_agent know_agent neuro_agent f g h i j];true
214;5;8;21;-0.21400000000000002;-0.028400000000000036;-0.07100000000000004;[neuro_agent agree_agent neuro_agent agree_agent talk_agent f g h i j];true
215;5;8;17;0.071;0.3852;0.285;[crit_agent neuro_agent talk_agent neuro_agent talk_agent f g h i j];true
216;5;8;14;0.5;0.6;0.21400000000000002;[neuro_agent agree_agent agree_agent know_agent know_agent f g h i j];true
217;5;8;12;-0.286;-0.04319999999999999;-0.21499999999999997;[agree_agent talk_agent neuro_agent talk_agent neuro_agent f g h i j];true
218;5;8;17;0.071;0.371;0.21399999999999997;[talk_agent crit_agent agree_agent neuro_agent talk_agent f g h i j];true
219;5;8;25;-0.21400000000000002;-0.014200000000000046;-0.07100000000000004;[agree_agent talk_agent agree_agent talk_agent neuro_agent f g h i j];true
220;5;8;13;-0.5;-0.257;-0.357;[neuro_agent agree_agent neuro_agent neuro_agent neuro_agent f g h i j];true
221;5;8;18;0.071;0.2852;0.071;[agree_agent know_agent crit_agent crit_agent agree_agent f g h i j];true
222;5;8;28;0;0.15699999999999997;-0.071;[agree_agent agree_agent crit_agent know_agent talk_agent f g h i j];true
223;5;8;22;0.429;0.6861999999999999;0.572;[neuro_agent agree_agent neuro_agent crit_agent agree_agent f g h i j];true
224;5;8;13;0.571;0.7138;0.285;[talk_agent know_agent neuro_agent agree_agent crit_agent f g h i j];true
225;5;8;18;0.5;0.743;0.429;[crit_agent know_agent crit_agent talk_agent crit_agent f g h i j];true
226;5;8;23;0.071;0.2138;-0.072;[crit_agent talk_agent neuro_agent agree_agent know_agent f g h i j];true
227;5;8;22;0.857;10.284;0.857;[know_agent talk_agent crit_agent crit_agent neuro_agent f g h i j];true
228;5;8;21;1;10.144;0.714;[crit_agent agree_agent know_agent know_agent crit_agent f g h i j];true
229;5;8;23;0.357;0.5142;0.286;[neuro_agent crit_agent crit_agent talk_agent know_agent f g h i j];true
230;5;8;12;-0.286;-0.21459999999999999;-0.5;[know_agent know_agent agree_agent agree_agent talk_agent f g h i j];true
231;5;8;16;0.286;0.5146;0.357;[talk_agent agree_agent agree_agent agree_agent neuro_agent f g h i j];true
232;5;8;40;0.21400000000000002;0.2998;2,78E-01;[crit_agent agree_agent neuro_agent know_agent know_agent f g h i j];true
233;5;8;32;0.643;0.886;0.5720000000000001;[crit_agent neuro_agent talk_agent know_agent agree_agent f g h i j];true
234;5;8;24;0.571;0.6566;0.571;[know_agent know_agent crit_agent crit_agent know_agent f g h i j];true
